,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
840,2011-02-07,11,1,0.3,0.3182,0.65,0.0896,11,47
3888,2011-06-15,22,1,0.62,0.6212,0.5,0.1045,31,175
1642,2011-03-13,23,1,0.26,0.2576,0.65,0.2239,5,28
10494,2012-03-18,9,2,0.42,0.4242,0.88,0.0896,65,178
7176,2011-10-31,15,1,0.44,0.4394,0.47,0.1642,27,168
11078,2012-04-11,19,1,0.4,0.4091,0.4,0.3582,28,384
16702,2012-12-03,17,1,0.52,0.5,0.63,0.1045,43,708
2666,2011-04-26,0,1,0.62,0.6061,0.69,0.2836,10,27
1972,2011-03-28,0,1,0.22,0.2273,0.55,0.19399999999999998,1,12
17072,2012-12-19,3,1,0.26,0.2727,0.75,0.1343,0,5
11843,2012-05-13,16,1,0.72,0.6515,0.42,0.2537,225,564
1149,2011-02-20,16,1,0.36,0.3636,0.29,0.0896,59,147
4783,2011-07-23,5,1,0.76,0.7121,0.62,0.1343,1,7
4092,2011-06-24,10,1,0.8,0.7273,0.43,0.2836,43,145
12730,2012-06-19,15,1,0.78,0.7424,0.59,0.1642,72,259
10524,2012-03-19,15,1,0.64,0.6212,0.57,0.2239,97,286
765,2011-02-04,8,1,0.14,0.1515,0.74,0.1343,3,220
13182,2012-07-08,11,1,0.92,0.8939,0.42,0.2985,120,389
9698,2012-02-14,1,2,0.26,0.303,0.56,0.0,0,6
1485,2011-03-07,6,1,0.2,0.1818,0.75,0.3881,3,34
3872,2011-06-15,6,1,0.5,0.4848,0.63,0.2537,11,121
5662,2011-08-29,9,1,0.62,0.6212,0.53,0.2537,22,188
16630,2012-11-30,17,1,0.36,0.3485,0.5,0.19399999999999998,31,582
4865,2011-07-26,15,1,0.88,0.7576,0.28,0.3284,49,163
10908,2012-04-04,16,2,0.64,0.6212,0.44,0.2836,86,390
2620,2011-04-24,2,1,0.5,0.4848,0.88,0.19399999999999998,27,72
10431,2012-03-15,18,1,0.66,0.6212,0.44,0.2836,98,746
9798,2012-02-18,5,1,0.24,0.2576,0.7,0.0896,0,1
6709,2011-10-12,3,3,0.54,0.5152,0.94,0.2985,0,2
11569,2012-05-02,6,3,0.56,0.5303,0.84,0.0,3,120
3026,2011-05-11,0,2,0.52,0.5,0.55,0.1343,8,38
9720,2012-02-14,23,2,0.36,0.3636,0.5,0.0896,2,57
4102,2011-06-24,20,1,0.72,0.6515,0.45,0.1642,66,288
1298,2011-02-27,7,1,0.24,0.2424,0.87,0.1343,6,14
16918,2012-12-12,17,2,0.32,0.303,0.53,0.2239,21,561
5107,2011-08-05,17,1,0.78,0.7121,0.49,0.2985,84,550
13898,2012-08-07,7,2,0.7,0.6667,0.74,0.1343,21,502
6338,2011-09-26,16,1,0.7,0.6515,0.65,0.1642,74,313
2022,2011-03-30,3,2,0.32,0.3485,0.49,0.0,0,4
9799,2012-02-18,6,1,0.24,0.2879,0.7,0.0,1,9
15213,2012-10-01,2,1,0.46,0.4545,0.72,0.0,6,12
6958,2011-10-22,13,1,0.5,0.4848,0.45,0.0,136,322
2685,2011-04-26,19,1,0.64,0.6061,0.73,0.4179,42,328
16851,2012-12-09,22,3,0.36,0.3636,0.93,0.1045,3,78
11553,2012-05-01,14,2,0.74,0.6667,0.48,0.2537,37,204
12007,2012-05-20,12,1,0.68,0.6364,0.36,0.3284,247,637
1025,2011-02-15,10,1,0.24,0.2121,0.27,0.2836,5,52
10140,2012-03-03,14,2,0.46,0.4545,0.44,0.3582,151,430
911,2011-02-10,12,1,0.16,0.1364,0.34,0.3881,4,69
7391,2011-11-09,14,1,0.52,0.5,0.48,0.1642,26,179
10075,2012-02-29,21,3,0.42,0.4242,0.88,0.1642,0,39
15742,2012-10-23,3,1,0.44,0.4394,0.77,0.1343,0,1
10219,2012-03-06,21,1,0.32,0.3182,0.49,0.19399999999999998,5,148
5768,2011-09-02,19,1,0.66,0.6212,0.69,0.1343,67,287
6076,2011-09-15,18,3,0.48,0.4697,0.67,0.6119,22,244
5716,2011-08-31,15,1,0.74,0.6515,0.4,0.1343,34,172
9380,2012-01-31,18,1,0.54,0.5152,0.24,0.3582,16,502
7726,2011-11-23,13,2,0.44,0.4394,0.54,0.4925,12,174
1345,2011-03-01,8,1,0.2,0.1818,0.59,0.3881,10,214
1444,2011-03-05,11,2,0.4,0.4091,0.76,0.2239,43,159
3498,2011-05-30,16,1,0.88,0.7879,0.37,0.2836,101,309
3499,2011-05-30,17,1,0.86,0.7879,0.41,0.2239,102,304
15095,2012-09-26,4,1,0.56,0.5303,0.73,0.2537,2,14
7744,2011-11-24,7,1,0.26,0.2727,0.75,0.1045,9,40
15615,2012-10-17,20,1,0.5,0.4848,0.72,0.1343,54,414
6206,2011-09-21,4,2,0.54,0.5152,1.0,0.1343,2,7
8489,2011-12-25,10,1,0.26,0.2424,0.81,0.2537,31,43
2422,2011-04-15,20,2,0.4,0.4091,0.76,0.3284,26,118
7516,2011-11-14,19,1,0.6,0.6212,0.53,0.2985,28,302
2732,2011-04-28,18,1,0.64,0.6212,0.47,0.3582,44,530
80,2011-01-04,12,1,0.22,0.2273,0.51,0.1642,12,78
4217,2011-06-29,15,1,0.82,0.7121,0.3,0.1642,43,189
4242,2011-06-30,16,1,0.8,0.6970000000000001,0.26,0.1343,63,323
12901,2012-06-26,18,1,0.72,0.6515,0.28,0.3582,105,824
7247,2011-11-03,14,1,0.52,0.5,0.52,0.1642,32,152
7476,2011-11-13,3,2,0.36,0.3485,0.62,0.1343,8,28
14595,2012-09-05,8,1,0.72,0.6970000000000001,0.74,0.19399999999999998,33,725
1359,2011-03-01,22,1,0.24,0.2727,0.62,0.1045,3,47
4739,2011-07-21,9,2,0.8,0.8182,0.75,0.2537,34,200
7497,2011-11-14,0,1,0.46,0.4545,0.59,0.2836,8,30
1572,2011-03-10,23,3,0.34,0.3485,0.0,0.0896,1,27
5914,2011-09-08,23,3,0.62,0.5152,1.0,0.0896,0,26
16071,2012-11-07,8,2,0.26,0.2424,0.6,0.2836,18,601
879,2011-02-09,2,1,0.08,0.0758,0.38,0.2836,1,3
1578,2011-03-11,6,1,0.26,0.2424,0.81,0.2836,1,32
11012,2012-04-09,0,1,0.48,0.4697,0.39,0.2836,8,37
1509,2011-03-08,6,1,0.2,0.2576,0.59,0.0,3,45
1896,2011-03-24,19,1,0.3,0.2727,0.56,0.3881,16,138
6920,2011-10-20,23,1,0.42,0.4242,0.58,0.2537,7,90
13145,2012-07-06,22,1,0.8,0.7576,0.55,0.19399999999999998,78,288
4112,2011-06-25,6,1,0.64,0.6212,0.57,0.2239,12,29
10446,2012-03-16,9,2,0.42,0.4242,0.82,0.0,35,312
12085,2012-05-23,18,3,0.64,0.6061,0.69,0.1045,31,327
1845,2011-03-22,15,1,0.5,0.4848,0.42,0.2239,55,134
10110,2012-03-02,8,1,0.28,0.303,0.75,0.0896,16,549
8868,2012-01-10,9,2,0.18,0.19699999999999998,0.93,0.1642,11,195
11423,2012-04-26,4,2,0.48,0.4697,0.59,0.0896,1,3
9085,2012-01-19,11,1,0.16,0.1667,0.55,0.1642,6,99
4568,2011-07-14,6,1,0.6,0.6061,0.6,0.2239,14,130
17350,2012-12-30,19,1,0.34,0.3636,0.61,0.0,16,102
4742,2011-07-21,12,1,0.88,0.8939,0.56,0.3284,29,135
5199,2011-08-09,13,1,0.84,0.7879,0.49,0.1642,48,175
9199,2012-01-24,5,2,0.3,0.3182,1.0,0.0896,0,26
2605,2011-04-23,11,2,0.46,0.4545,0.88,0.2239,68,232
16769,2012-12-06,12,1,0.28,0.3182,0.41,0.0,29,235
11233,2012-04-18,6,2,0.5,0.4848,0.39,0.2836,6,134
16510,2012-11-25,16,1,0.3,0.2879,0.39,0.2239,25,228
11831,2012-05-13,4,2,0.54,0.5152,0.68,0.19399999999999998,2,9
5096,2011-08-05,6,1,0.64,0.5909,0.78,0.1343,7,101
5279,2011-08-12,21,1,0.7,0.6515,0.48,0.1343,73,226
14832,2012-09-15,5,1,0.58,0.5455,0.6,0.5224,1,16
3486,2011-05-30,4,1,0.62,0.5455,0.94,0.1642,2,6
13722,2012-07-30,23,1,0.7,0.6667,0.74,0.19399999999999998,34,150
14363,2012-08-26,16,3,0.64,0.5758,0.89,0.2836,57,173
3614,2011-06-04,12,1,0.7,0.6364,0.32,0.1642,150,420
12785,2012-06-21,22,1,0.8,0.7879,0.63,0.1642,22,243
2108,2011-04-02,17,1,0.38,0.3939,0.54,0.3582,89,184
14086,2012-08-15,3,1,0.66,0.6212,0.74,0.1045,1,11
4309,2011-07-03,11,1,0.76,0.7121,0.62,0.1045,215,390
17309,2012-12-29,2,2,0.24,0.2424,0.7,0.0,1,19
17351,2012-12-30,20,1,0.22,0.19699999999999998,0.47,0.3284,9,72
13864,2012-08-05,21,1,0.72,0.6970000000000001,0.79,0.1045,51,208
5595,2011-08-26,1,1,0.62,0.5758,0.83,0.0,10,23
4696,2011-07-19,14,1,0.86,0.8182,0.5,0.19399999999999998,41,152
8443,2011-12-23,11,1,0.4,0.4091,0.58,0.4478,26,174
6032,2011-09-13,22,1,0.64,0.5909,0.78,0.1343,24,144
5323,2011-08-14,17,1,0.76,0.7121,0.62,0.1343,133,329
13569,2012-07-24,14,2,0.84,0.8029999999999999,0.53,0.2239,48,244
16131,2012-11-09,21,1,0.34,0.3636,0.76,0.0,23,199
9838,2012-02-19,21,3,0.26,0.2576,0.65,0.1642,3,36
8136,2011-12-10,16,1,0.32,0.2879,0.31,0.3881,58,241
14840,2012-09-15,13,1,0.68,0.6364,0.36,0.19399999999999998,327,704
14072,2012-08-14,13,1,0.8,0.7273,0.46,0.0896,83,286
16335,2012-11-18,9,1,0.32,0.303,0.7,0.2537,49,204
10397,2012-03-14,8,1,0.44,0.4394,0.82,0.0,34,662
636,2011-01-29,19,2,0.22,0.2121,0.69,0.2537,6,58
15888,2012-10-30,17,3,0.3,0.2879,0.87,0.2239,19,124
4325,2011-07-04,3,1,0.64,0.5909,0.78,0.0,13,26
3219,2011-05-19,1,1,0.5,0.4848,0.94,0.0,2,6
14197,2012-08-19,18,2,0.64,0.5909,0.78,0.1045,86,377
6282,2011-09-24,8,2,0.58,0.5455,0.9,0.0896,19,121
16019,2012-11-05,4,2,0.3,0.2879,0.52,0.2537,5,16
7449,2011-11-12,0,1,0.24,0.2424,0.6,0.1343,12,64
9992,2012-02-26,9,1,0.22,0.2121,0.47,0.2239,11,87
1193,2011-02-22,18,1,0.22,0.2273,0.47,0.1343,6,167
45,2011-01-02,22,1,0.24,0.2121,0.44,0.2985,0,9
7844,2011-11-28,12,1,0.56,0.5303,0.6,0.1045,13,178
976,2011-02-13,8,2,0.22,0.2273,0.64,0.19399999999999998,1,12
12509,2012-06-10,10,1,0.76,0.6818,0.4,0.1045,148,413
7781,2011-11-25,20,1,0.4,0.4091,0.58,0.0896,19,95
5674,2011-08-29,21,1,0.64,0.6212,0.53,0.19399999999999998,34,202
6786,2011-10-15,8,1,0.46,0.4545,0.59,0.2836,24,125
13581,2012-07-25,2,1,0.68,0.6364,0.61,0.2239,1,12
2963,2011-05-08,9,1,0.56,0.5303,0.52,0.2239,48,160
5563,2011-08-24,17,1,0.76,0.6970000000000001,0.52,0.3582,83,567
8649,2012-01-01,4,1,0.28,0.303,0.81,0.0896,0,8
1584,2011-03-11,12,2,0.34,0.3182,0.53,0.2537,15,111
12016,2012-05-20,21,1,0.64,0.6061,0.69,0.3881,51,233
14872,2012-09-16,21,1,0.6,0.6212,0.56,0.1045,43,191
4515,2011-07-12,1,1,0.7,0.6667,0.79,0.0896,6,14
15825,2012-10-26,14,2,0.6,0.6061,0.64,0.1343,99,351
6075,2011-09-15,17,3,0.48,0.4697,0.82,0.4627,31,261
11953,2012-05-18,6,1,0.44,0.4394,0.77,0.1343,14,182
1975,2011-03-28,3,1,0.22,0.2273,0.44,0.1642,0,2
3912,2011-06-16,22,3,0.62,0.5758,0.83,0.2537,24,151
16188,2012-11-12,6,1,0.38,0.3939,0.87,0.1045,7,71
12079,2012-05-23,12,2,0.66,0.6212,0.69,0.0896,42,248
13288,2012-07-12,21,1,0.72,0.6667,0.48,0.2239,44,373
4411,2011-07-07,17,1,0.86,0.7576,0.36,0.2537,80,569
15904,2012-10-31,9,1,0.34,0.3333,0.76,0.1343,17,297
9180,2012-01-23,10,2,0.2,0.2576,0.93,0.0,10,149
16413,2012-11-21,15,1,0.46,0.4545,0.36,0.0896,68,449
6889,2011-10-19,16,3,0.56,0.5303,0.94,0.1642,21,201
12957,2012-06-29,2,1,0.72,0.6667,0.58,0.19399999999999998,3,18
14436,2012-08-29,17,1,0.78,0.6818,0.35,0.2239,108,870
8359,2011-12-19,23,1,0.36,0.3485,0.53,0.1642,10,60
2840,2011-05-03,6,2,0.52,0.5,0.94,0.1642,7,109
8819,2012-01-08,7,2,0.3,0.3333,0.52,0.0,1,24
12804,2012-06-22,17,2,0.82,0.7273,0.38,0.1642,95,646
13370,2012-07-16,7,1,0.72,0.6818,0.7,0.0896,24,483
14024,2012-08-12,13,1,0.78,0.6970000000000001,0.4,0.0,178,543
6212,2011-09-21,10,2,0.6,0.5455,0.88,0.0,30,133
15075,2012-09-25,8,1,0.48,0.4697,0.67,0.19399999999999998,41,805
9749,2012-02-16,4,3,0.3,0.3182,0.7,0.0896,0,3
8500,2011-12-25,21,1,0.3,0.303,0.56,0.1343,4,19
432,2011-01-20,1,1,0.26,0.2727,0.56,0.0,2,5
7377,2011-11-09,0,1,0.36,0.3788,0.87,0.0,0,13
12299,2012-06-01,16,3,0.74,0.6818,0.58,0.4478,36,222
7276,2011-11-04,19,1,0.4,0.4091,0.37,0.3582,14,196
1832,2011-03-22,2,1,0.44,0.4394,0.94,0.0896,0,1
11854,2012-05-14,3,2,0.58,0.5455,0.68,0.3284,0,2
10002,2012-02-26,19,1,0.34,0.3333,0.34,0.1642,13,143
15403,2012-10-09,0,2,0.38,0.3939,0.82,0.2239,9,31
460,2011-01-21,5,1,0.24,0.19699999999999998,0.6,0.4179,1,5
4505,2011-07-11,15,1,0.86,0.8485,0.56,0.4179,38,146
9981,2012-02-25,22,1,0.24,0.19699999999999998,0.38,0.4627,4,82
37,2011-01-02,14,3,0.36,0.3485,0.76,0.19399999999999998,4,59
17307,2012-12-29,0,2,0.24,0.2424,0.7,0.0,1,26
576,2011-01-26,7,3,0.22,0.2121,0.87,0.2985,1,30
11501,2012-04-29,10,1,0.42,0.4242,0.67,0.0896,127,380
6203,2011-09-21,1,1,0.54,0.5152,0.94,0.0,0,17
3988,2011-06-20,2,1,0.64,0.5758,0.89,0.0896,2,2
15912,2012-10-31,17,2,0.4,0.4091,0.58,0.1642,39,723
11051,2012-04-10,15,1,0.56,0.5303,0.21,0.2985,46,203
713,2011-02-02,2,3,0.22,0.2273,0.93,0.1343,4,4
559,2011-01-25,12,2,0.26,0.2879,0.56,0.0896,21,106
13295,2012-07-13,4,2,0.66,0.6212,0.61,0.0,0,11
8309,2011-12-17,21,1,0.2,0.2121,0.75,0.1642,8,96
5183,2011-08-08,21,1,0.76,0.7121,0.58,0.0896,30,186
12922,2012-06-27,15,1,0.8,0.6970000000000001,0.26,0.4627,61,249
2335,2011-04-12,5,2,0.54,0.5152,0.68,0.1343,1,16
4899,2011-07-28,1,1,0.72,0.6667,0.51,0.0,3,29
7283,2011-11-05,2,1,0.3,0.2727,0.52,0.3284,7,31
4420,2011-07-08,2,2,0.7,0.6667,0.74,0.1642,10,22
11596,2012-05-03,9,2,0.48,0.4697,0.88,0.1045,25,304
5550,2011-08-24,4,1,0.56,0.5303,0.73,0.1045,0,7
9410,2012-02-02,0,1,0.46,0.4545,0.59,0.1343,7,31
5069,2011-08-04,3,3,0.66,0.5909,0.94,0.0896,0,3
13674,2012-07-28,23,1,0.66,0.6061,0.83,0.0896,52,208
881,2011-02-09,5,1,0.06,0.1061,0.45,0.1045,0,7
11847,2012-05-13,20,2,0.66,0.6212,0.5,0.2836,67,230
10440,2012-03-16,3,2,0.4,0.4091,0.87,0.2836,0,3
4900,2011-07-28,2,1,0.72,0.6667,0.54,0.1045,2,7
13443,2012-07-19,8,1,0.76,0.7121,0.58,0.2537,32,657
567,2011-01-25,20,1,0.24,0.2273,0.65,0.19399999999999998,16,119
9541,2012-02-07,12,1,0.4,0.4091,0.4,0.3284,9,172
16479,2012-11-24,9,2,0.26,0.2121,0.41,0.4478,26,122
2245,2011-04-08,10,2,0.36,0.3333,0.71,0.2836,10,73
7405,2011-11-10,4,1,0.38,0.3939,0.94,0.0896,1,3
8360,2011-12-20,0,1,0.36,0.3636,0.57,0.1045,0,21
4165,2011-06-27,11,2,0.7,0.6515,0.58,0.0,55,150
17368,2012-12-31,13,2,0.26,0.2576,0.44,0.1642,38,203
9870,2012-02-21,7,1,0.22,0.2727,0.64,0.0,6,279
14165,2012-08-18,10,1,0.7,0.6515,0.54,0.1642,166,480
10662,2012-03-25,9,2,0.4,0.4091,0.94,0.2537,26,118
239,2011-01-11,8,2,0.18,0.2121,0.51,0.0896,3,217
13287,2012-07-12,20,1,0.74,0.6667,0.48,0.2239,75,514
10826,2012-04-01,5,2,0.34,0.3485,0.81,0.0896,8,18
5687,2011-08-30,10,1,0.7,0.6364,0.39,0.2239,28,137
13523,2012-07-22,16,1,0.74,0.6970000000000001,0.66,0.1045,245,628
15215,2012-10-01,4,1,0.42,0.4242,0.82,0.1045,0,10
1597,2011-03-12,1,1,0.24,0.2273,0.65,0.19399999999999998,3,18
13206,2012-07-09,11,2,0.72,0.6818,0.62,0.1343,72,216
16556,2012-11-27,14,3,0.28,0.2576,0.87,0.3582,8,94
4490,2011-07-11,0,1,0.7,0.6515,0.65,0.19399999999999998,10,35
6101,2011-09-16,19,2,0.5,0.4848,0.55,0.1642,59,315
1901,2011-03-25,0,1,0.24,0.2273,0.6,0.19399999999999998,1,18
8855,2012-01-09,19,3,0.2,0.2273,0.93,0.0896,3,190
11434,2012-04-26,15,2,0.52,0.5,0.83,0.3284,39,204
5888,2011-09-07,20,3,0.64,0.5758,0.89,0.0896,3,96
1180,2011-02-21,23,3,0.2,0.1667,0.75,0.4179,0,2
9966,2012-02-25,7,1,0.28,0.2424,0.45,0.4478,3,23
14928,2012-09-19,5,2,0.52,0.5,0.68,0.2836,2,56
8147,2011-12-11,3,1,0.16,0.1818,0.59,0.1343,2,19
4302,2011-07-03,4,3,0.68,0.6364,0.65,0.0896,3,5
3006,2011-05-10,4,1,0.42,0.4242,0.62,0.2537,0,2
9509,2012-02-06,4,1,0.18,0.2121,0.8,0.1045,0,2
11638,2012-05-05,3,1,0.58,0.5455,0.83,0.0,11,32
2781,2011-04-30,19,1,0.54,0.5152,0.43,0.1343,150,387
13958,2012-08-09,19,1,0.8,0.7576,0.55,0.19399999999999998,90,623
11778,2012-05-10,23,1,0.48,0.4697,0.48,0.1045,23,135
12791,2012-06-22,4,2,0.76,0.7273,0.66,0.0,3,10
625,2011-01-29,8,1,0.18,0.19699999999999998,0.55,0.1642,3,34
5830,2011-09-05,9,3,0.68,0.6364,0.74,0.1642,63,152
6975,2011-10-23,6,1,0.32,0.3333,0.87,0.1045,0,12
11524,2012-04-30,9,2,0.4,0.4091,0.43,0.19399999999999998,29,268
9287,2012-01-27,21,1,0.34,0.2879,0.53,0.5224,8,135
5121,2011-08-06,7,1,0.68,0.6364,0.83,0.1642,14,63
8165,2011-12-11,21,1,0.22,0.2727,0.55,0.0,10,63
14159,2012-08-18,4,1,0.62,0.5909,0.73,0.2239,5,13
10910,2012-04-04,18,1,0.66,0.6212,0.41,0.2537,113,759
2829,2011-05-02,19,2,0.62,0.6061,0.69,0.1343,46,314
16626,2012-11-30,13,2,0.4,0.4091,0.4,0.1642,21,262
14035,2012-08-13,0,1,0.66,0.6212,0.65,0.1045,14,47
8255,2011-12-15,15,3,0.52,0.5,0.55,0.2239,6,82
5787,2011-09-03,14,2,0.72,0.6818,0.66,0.1642,204,380
13543,2012-07-23,12,2,0.8,0.7424,0.52,0.1642,109,314
8086,2011-12-08,14,1,0.32,0.303,0.45,0.2537,16,137
14981,2012-09-21,10,1,0.62,0.6061,0.61,0.2239,44,225
10182,2012-03-05,8,1,0.2,0.2273,0.59,0.1045,13,428
4219,2011-06-29,17,1,0.82,0.7121,0.26,0.4179,78,570
3686,2011-06-07,12,2,0.8,0.7273,0.46,0.2836,42,183
5980,2011-09-11,17,1,0.72,0.6667,0.51,0.1343,152,380
10043,2012-02-28,12,1,0.36,0.3485,0.34,0.1343,19,183
15887,2012-10-30,16,3,0.3,0.2879,0.87,0.2537,15,98
15937,2012-11-01,18,2,0.4,0.4091,0.5,0.1642,50,678
14381,2012-08-27,10,1,0.72,0.6970000000000001,0.74,0.1343,63,206
13755,2012-08-01,8,2,0.66,0.6061,0.78,0.19399999999999998,32,681
12758,2012-06-20,19,1,0.88,0.7879,0.37,0.2537,90,539
5340,2011-08-15,10,1,0.68,0.6364,0.69,0.2836,54,141
3413,2011-05-27,3,1,0.66,0.6212,0.65,0.0896,1,12
7261,2011-11-04,4,2,0.38,0.3939,0.87,0.0896,1,7
10031,2012-02-28,0,1,0.42,0.4242,0.54,0.1343,0,10
906,2011-02-10,7,1,0.1,0.0758,0.5,0.4179,0,99
9420,2012-02-02,10,3,0.42,0.4242,0.77,0.1045,6,78
3693,2011-06-07,19,1,0.76,0.6818,0.48,0.2537,69,424
760,2011-02-04,2,2,0.14,0.1667,0.63,0.1045,0,1
3118,2011-05-14,20,3,0.54,0.5152,0.94,0.1343,42,157
15469,2012-10-11,18,1,0.46,0.4545,0.44,0.1642,64,692
13038,2012-07-02,11,1,0.84,0.7273,0.28,0.2985,67,201
2291,2011-04-10,8,2,0.38,0.3939,0.94,0.0896,17,55
11068,2012-04-11,9,2,0.32,0.303,0.49,0.2985,20,302
9451,2012-02-03,17,1,0.4,0.4091,0.37,0.0896,30,488
8229,2011-12-14,13,2,0.36,0.3636,0.57,0.1045,14,133
7499,2011-11-14,2,1,0.46,0.4545,0.63,0.3582,7,17
5987,2011-09-12,0,1,0.56,0.5303,0.88,0.0896,5,16
7741,2011-11-24,4,1,0.3,0.3182,0.61,0.0896,1,2
10649,2012-03-24,20,3,0.44,0.4394,1.0,0.19399999999999998,31,111
11452,2012-04-27,9,1,0.42,0.4242,0.44,0.4925,42,334
295,2011-01-13,18,1,0.2,0.1818,0.4,0.3284,3,144
5142,2011-08-07,4,1,0.7,0.6667,0.84,0.1343,1,6
7168,2011-10-31,7,1,0.24,0.2879,0.93,0.0,11,227
5601,2011-08-26,7,1,0.64,0.5758,0.83,0.0,3,266
11092,2012-04-12,9,1,0.36,0.3333,0.57,0.3582,16,287
11504,2012-04-29,13,1,0.5,0.4848,0.45,0.1045,226,595
1785,2011-03-20,2,1,0.3,0.2879,0.52,0.2836,6,30
10877,2012-04-03,9,1,0.42,0.4242,0.38,0.0896,54,408
4382,2011-07-06,12,2,0.74,0.6970000000000001,0.66,0.0896,38,152
12126,2012-05-25,11,1,0.68,0.6364,0.79,0.1343,90,283
5318,2011-08-14,12,2,0.7,0.6667,0.79,0.2239,98,281
5854,2011-09-06,10,3,0.54,0.5152,0.83,0.3582,16,106
11245,2012-04-18,18,2,0.42,0.4242,0.77,0.0,27,505
1284,2011-02-26,16,1,0.36,0.3333,0.46,0.2836,41,171
8008,2011-12-05,8,1,0.32,0.3485,0.93,0.0,12,404
1362,2011-03-02,1,1,0.22,0.2273,0.69,0.19399999999999998,0,4
10883,2012-04-03,15,1,0.6,0.5909,0.2,0.19399999999999998,109,316
15668,2012-10-20,1,1,0.46,0.4545,0.72,0.1343,2,95
5453,2011-08-20,3,1,0.62,0.5909,0.78,0.0,9,51
5733,2011-09-01,8,1,0.62,0.5909,0.73,0.1343,31,498
5769,2011-09-02,20,1,0.64,0.6061,0.73,0.0,38,196
4454,2011-07-09,12,1,0.8,0.7273,0.46,0.2537,145,366
14120,2012-08-16,13,1,0.8,0.6970000000000001,0.31,0.2239,81,300
17113,2012-12-20,20,3,0.34,0.3333,0.76,0.1642,1,50
13423,2012-07-18,12,1,0.92,0.8636,0.37,0.1343,36,202
12827,2012-06-23,16,1,0.84,0.7121,0.26,0.2985,196,513
549,2011-01-25,1,2,0.16,0.1667,0.69,0.1642,0,5
15018,2012-09-22,23,1,0.62,0.6212,0.5,0.19399999999999998,34,171
11655,2012-05-05,20,1,0.6,0.5758,0.78,0.2537,100,309
6820,2011-10-16,18,1,0.56,0.5303,0.49,0.4478,102,328
15731,2012-10-22,16,1,0.62,0.6212,0.33,0.1642,80,524
14863,2012-09-16,12,1,0.66,0.6212,0.44,0.1642,188,656
3574,2011-06-02,20,1,0.7,0.6364,0.24,0.19399999999999998,51,337
7042,2011-10-26,1,1,0.44,0.4394,0.67,0.2537,3,12
8860,2012-01-10,0,2,0.22,0.2424,0.87,0.1045,0,14
10486,2012-03-18,1,1,0.46,0.4545,0.82,0.1343,25,113
4352,2011-07-05,6,1,0.66,0.6212,0.74,0.0896,3,94
11792,2012-05-11,13,1,0.6,0.6061,0.26,0.3881,100,363
2648,2011-04-25,6,2,0.5,0.4848,1.0,0.0,7,66
2586,2011-04-22,16,3,0.34,0.3333,0.87,0.1343,4,62
16212,2012-11-13,6,3,0.32,0.2879,0.81,0.4627,2,50
4889,2011-07-27,15,1,0.86,0.7424,0.26,0.2537,37,140
16185,2012-11-12,3,1,0.4,0.4091,0.76,0.1343,1,4
6576,2011-10-06,14,1,0.58,0.5455,0.43,0.0896,56,195
3160,2011-05-16,14,1,0.68,0.6364,0.51,0.0,76,193
12604,2012-06-14,9,1,0.62,0.6061,0.61,0.2239,45,357
9430,2012-02-02,20,1,0.36,0.3182,0.46,0.5224,9,213
3182,2011-05-17,12,3,0.56,0.5303,0.83,0.4179,38,153
6466,2011-10-02,0,3,0.36,0.3333,0.93,0.2985,4,47
8744,2012-01-05,4,2,0.2,0.2273,0.59,0.0896,0,5
3480,2011-05-29,22,1,0.66,0.5909,0.89,0.1343,78,171
2377,2011-04-13,23,1,0.4,0.4091,0.71,0.1343,5,62
4803,2011-07-24,1,1,0.78,0.7576,0.66,0.1045,33,96
14377,2012-08-27,6,1,0.62,0.5606,0.88,0.0,4,145
5692,2011-08-30,15,1,0.74,0.6515,0.35,0.2239,34,196
17169,2012-12-23,4,1,0.2,0.2121,0.47,0.1343,1,4
9188,2012-01-23,18,2,0.24,0.2424,0.93,0.1343,7,282
16287,2012-11-16,9,1,0.34,0.3485,0.53,0.1045,21,351
13982,2012-08-10,19,1,0.76,0.7121,0.62,0.2836,98,492
8085,2011-12-08,13,1,0.3,0.2727,0.49,0.3582,9,124
15058,2012-09-24,15,1,0.6,0.6212,0.31,0.0,84,300
4587,2011-07-15,1,1,0.62,0.5909,0.73,0.19399999999999998,7,20
12331,2012-06-03,0,1,0.54,0.5152,0.6,0.1642,27,169
10019,2012-02-27,12,1,0.4,0.4091,0.37,0.2985,13,177
9976,2012-02-25,17,1,0.3,0.2727,0.33,0.3582,16,159
14980,2012-09-21,9,1,0.58,0.5455,0.68,0.1343,35,383
16586,2012-11-28,20,1,0.32,0.3333,0.36,0.1343,5,263
17345,2012-12-30,14,1,0.3,0.2727,0.36,0.4627,39,160
5399,2011-08-17,21,1,0.72,0.6818,0.62,0.2239,38,230
14201,2012-08-19,22,2,0.62,0.5909,0.78,0.1642,6,56
10460,2012-03-16,23,2,0.44,0.4394,0.94,0.0,22,126
10337,2012-03-11,20,1,0.44,0.4394,0.47,0.2239,42,171
12239,2012-05-30,4,2,0.62,0.5606,0.88,0.1343,0,6
9304,2012-01-28,14,1,0.38,0.3939,0.5,0.3881,123,362
15435,2012-10-10,8,1,0.5,0.4848,0.77,0.1642,33,839
12601,2012-06-14,6,1,0.58,0.5455,0.6,0.2836,12,181
